uniprot_disease_accession	attribute	value
DI-02101	canonical	Osteoarthritis with mild chondrodysplasia.
DI-02101	definition	Osteoarthritis is a common disease that produces joint pain and stiffness together with radiologic evidence of progressive degeneration of joint cartilage.
DI-02101	synonym	Namaqualand hip dysplasia.
DI-02101	synonym	NHD.
DI-02101	MIM_id	 604864
DI-02101	acronym	OSCDP.
DI-02101	MedGen_id	 C1858079.
DI-02101	MeSH_id	 D010003.
DI-02101	MeSH_id	 D010009.
DI-02814	canonical	Osteochondritis dissecans short stature and early-onset osteoarthritis.
DI-02814	definition	A type of osteochondritis defined as a separation of cartilage and subchondral bone from the surrounding tissue, primarily affecting the knee, ankle and elbow joints. It is clinically characterized by multiple osteochondritic lesions in knees and/or hips and/or elbows, disproportionate short stature and early-onset osteoarthritis.
DI-02814	MIM_id	 165800
DI-02814	acronym	OD.
DI-02814	MedGen_id	 C0029421.
DI-02814	MedGen_id	 C3665488.
DI-02814	MeSH_id	 D010008.
DI-02106	canonical	Osteogenesis imperfecta 1.
DI-02106	definition	An autosomal dominant form of osteogenesis imperfecta, a connective tissue disorder characterized by low bone mass, bone fragility and susceptibility to fractures after minimal trauma. Disease severity ranges from very mild forms without fractures to intrauterine fractures and perinatal lethality. Extraskeletal manifestations, which affect a variable number of patients, are dentinogenesis imperfecta, hearing loss, and blue sclerae. OI1 is a non-deforming form with normal height or mild short stature, and no dentinogenesis imperfecta.
DI-02106	synonym	OI, type I.
DI-02106	synonym	OI-I.
DI-02106	synonym	Osteogenesis imperfecta tarda.
DI-02106	synonym	Osteogenesis imperfecta type I.
DI-02106	synonym	Osteogenesis imperfecta with blue sclerae.
DI-02106	synonym	Osteopenic non-fracture syndrome.
DI-02106	keyword	KW-1065:Osteogenesis imperfecta.
DI-02106	MIM_id	 166200
DI-02106	acronym	OI1.
DI-02106	MedGen_id	 C0023931.
DI-02106	MedGen_id	 C2674706.
DI-02106	MeSH_id	 D010013.
DI-03068	canonical	Osteogenesis imperfecta 10.
DI-03068	definition	A form of osteogenesis imperfecta, a connective tissue disorder characterized by low bone mass, bone fragility and susceptibility to fractures after minimal trauma. Disease severity ranges from very mild forms without fractures to intrauterine fractures and perinatal lethality. Extraskeletal manifestations, which affect a variable number of patients, are dentinogenesis imperfecta, hearing loss, and blue sclerae. OI10 is an autosomal recessive form characterized by multiple bone deformities and fractures, generalized osteopenia, dentinogenesis imperfecta, and blue sclerae.
DI-03068	synonym	OI type X.
DI-03068	synonym	OI-X.
DI-03068	synonym	Osteogenesis imperfecta type X.
DI-03068	keyword	KW-1065:Osteogenesis imperfecta.
DI-03068	MIM_id	 613848
DI-03068	acronym	OI10.
DI-03068	MedGen_id	 C3151211.
DI-03068	MeSH_id	 D010013.
DI-03069	canonical	Osteogenesis imperfecta 11.
DI-03069	definition	A form of osteogenesis imperfecta, a connective tissue disorder characterized by low bone mass, bone fragility and susceptibility to fractures after minimal trauma. Disease severity ranges from very mild forms without fractures to intrauterine fractures and perinatal lethality. Extraskeletal manifestations, which affect a variable number of patients, are dentinogenesis imperfecta, hearing loss, and blue sclerae. OI11 is an autosomal recessive form.
DI-03069	synonym	OI type XI.
DI-03069	synonym	OI-XI.
DI-03069	synonym	Osteogenesis imperfecta type XI.
DI-03069	keyword	KW-1065:Osteogenesis imperfecta.
DI-03069	MIM_id	 610968
DI-03069	acronym	OI11.
DI-03069	MeSH_id	 D010013.
DI-03173	canonical	Osteogenesis imperfecta 12.
DI-03173	definition	A form of osteogenesis imperfecta, a connective tissue disorder characterized by low bone mass, bone fragility and susceptibility to fractures after minimal trauma. Disease severity ranges from very mild forms without fractures to intrauterine fractures and perinatal lethality. Extraskeletal manifestations, which affect a variable number of patients, are dentinogenesis imperfecta, hearing loss, and blue sclerae. OI12 is an autosomal recessive form characterized by recurrent fractures, mild bone deformations, generalized osteoporosis, delayed teeth eruption, no dentinogenesis imperfecta, normal hearing, and white sclerae.
DI-03173	synonym	OI type XII.
DI-03173	synonym	OI-XII.
DI-03173	synonym	Osteogenesis imperfecta Sillence type III.
DI-03173	synonym	Osteogenesis imperfecta type XII.
DI-03173	keyword	KW-1065:Osteogenesis imperfecta.
DI-03173	MIM_id	 613849
DI-03173	acronym	OI12.
DI-03173	MedGen_id	 C3151218.
DI-03173	MeSH_id	 D010013.
DI-03557	canonical	Osteogenesis imperfecta 13.
DI-03557	definition	An autosomal recessive form of osteogenesis imperfecta, a connective tissue disorder characterized by low bone mass, bone fragility and susceptibility to fractures after minimal trauma. Disease severity ranges from very mild forms without fractures to intrauterine fractures and perinatal lethality. Extraskeletal manifestations, which affect a variable number of patients, are dentinogenesis imperfecta, hearing loss, and blue sclerae. OI13 is characterized by normal teeth, faint blue sclerae, severe growth deficiency, borderline osteoporosis, severe bone deformity, and recurrent fractures affecting both upper and lower limbs.
DI-03557	synonym	OI type XIII.
DI-03557	synonym	OI-XIII.
DI-03557	synonym	Osteogenesis imperfecta type XIII.
DI-03557	keyword	KW-1065:Osteogenesis imperfecta.
DI-03557	MIM_id	 614856
DI-03557	acronym	OI13.
DI-03557	MedGen_id	 C3553887.
DI-03557	MedGen_id	 CN158711.
DI-03557	MeSH_id	 D010013.
DI-03686	canonical	Osteogenesis imperfecta 14.
DI-03686	definition	An autosomal recessive form of osteogenesis imperfecta, a connective tissue disorder characterized by low bone mass, bone fragility and susceptibility to fractures after minimal trauma. Disease severity ranges from very mild forms without fractures to intrauterine fractures and perinatal lethality. Extraskeletal manifestations, which affect a variable number of patients, are dentinogenesis imperfecta, hearing loss, and blue sclerae. OI14 is characterized by variable degrees of severity of multiple fractures and osteopenia, with normal teeth, sclerae, and hearing. Fractures first occur prenatally or by age 6 years.
DI-03686	synonym	OI type XIV.
DI-03686	synonym	OI-XIV.
DI-03686	synonym	Osteogenesis imperfecta type XIV.
DI-03686	keyword	KW-1065:Osteogenesis imperfecta.
DI-03686	MIM_id	 615066
DI-03686	acronym	OI14.
DI-03686	MedGen_id	 C3554428.
DI-03686	MedGen_id	 CN165469.
DI-03686	MeSH_id	 D010013.
DI-03754	canonical	Osteogenesis imperfecta 15.
DI-03754	definition	An autosomal recessive form of osteogenesis imperfecta, a connective tissue disorder characterized by low bone mass, bone fragility and susceptibility to fractures after minimal trauma. Disease severity ranges from very mild forms without fractures to intrauterine fractures and perinatal lethality. Extraskeletal manifestations, which affect a variable number of patients, are dentinogenesis imperfecta, hearing loss, and blue sclerae. OI15 is characterized by early-onset recurrent fractures, bone deformity, significant reduction of bone density, short stature, and, in some patients, blue sclerae. Tooth development and hearing are normal. Learning and developmental delays and brain anomalies have been observed in some patients.
DI-03754	synonym	OI type XV.
DI-03754	synonym	OI-XV.
DI-03754	synonym	Osteogenesis imperfecta type XV.
DI-03754	keyword	KW-1065:Osteogenesis imperfecta.
DI-03754	MIM_id	 615220
DI-03754	acronym	OI15.
DI-03754	MedGen_id	 C3808844.
DI-03754	MedGen_id	 CN169385.
DI-03754	MeSH_id	 D010013.
DI-04377	canonical	Osteogenesis imperfecta 16.
DI-04377	definition	An autosomal recessive form of osteogenesis imperfecta, a connective tissue disorder characterized by low bone mass, bone fragility and susceptibility to fractures after minimal trauma. Disease severity ranges from very mild forms without fractures to intrauterine fractures and perinatal lethality. Extraskeletal manifestations, which affect a variable number of patients, are dentinogenesis imperfecta, hearing loss, and blue sclerae. OI16 is a severe form.
DI-04377	synonym	Chromosome 11p11.2 deletion syndrome, 91.3-KB.
DI-04377	synonym	OI, type XVI.
DI-04377	keyword	KW-1065:Osteogenesis imperfecta.
DI-04377	MIM_id	 616229
DI-04377	acronym	OI16.
DI-04377	MedGen_id	 CN226295.
DI-04377	MeSH_id	 D010013.
DI-04503	canonical	Osteogenesis imperfecta 17.
DI-04503	definition	An autosomal recessive form of osteogenesis imperfecta, a connective tissue disorder characterized by low bone mass, bone fragility and susceptibility to fractures after minimal trauma. Disease severity ranges from very mild forms without fractures to intrauterine fractures and perinatal lethality. Extraskeletal manifestations, which affect a variable number of patients, are dentinogenesis imperfecta, hearing loss, and blue sclerae.
DI-04503	synonym	Osteogenesis imperfecta, type XVII.
DI-04503	keyword	KW-1065:Osteogenesis imperfecta.
DI-04503	MIM_id	 616507
DI-04503	acronym	OI17.
DI-04503	MedGen_id	 CN232082.
DI-04503	MeSH_id	 D010013.
DI-02107	canonical	Osteogenesis imperfecta 2.
DI-02107	definition	An autosomal dominant form of osteogenesis imperfecta, a connective tissue disorder characterized by low bone mass, bone fragility and susceptibility to fractures after minimal trauma. Disease severity ranges from very mild forms without fractures to intrauterine fractures and perinatal lethality. Extraskeletal manifestations, which affect a variable number of patients, are dentinogenesis imperfecta, hearing loss, and blue sclerae. OI2 is characterized by bone fragility, with many perinatal fractures, severe bowing of long bones, undermineralization, and death in the perinatal period due to respiratory insufficiency.
DI-02107	synonym	OI type IIA.
DI-02107	synonym	OI, type II.
DI-02107	synonym	OI-II.
DI-02107	synonym	OI-IIA.
DI-02107	synonym	OIC.
DI-02107	synonym	Osteogenesis imperfecta congenita.
DI-02107	synonym	Osteogenesis imperfecta congenita perinatal lethal form.
DI-02107	synonym	Osteogenesis imperfecta type II autosomal dominant.
DI-02107	synonym	Osteogenesis imperfecta type IIA.
DI-02107	synonym	Vrolik type of osteogenesis imperfecta.
DI-02107	keyword	KW-1065:Osteogenesis imperfecta.
DI-02107	MIM_id	 166210
DI-02107	acronym	OI2.
DI-02107	MedGen_id	 C0268358.
DI-02107	MedGen_id	 C0268360.
DI-02107	MeSH_id	 D010013.
DI-02108	canonical	Osteogenesis imperfecta 3.
DI-02108	definition	An autosomal dominant form of osteogenesis imperfecta, a connective tissue disorder characterized by low bone mass, bone fragility and susceptibility to fractures after minimal trauma. Disease severity ranges from very mild forms without fractures to intrauterine fractures and perinatal lethality. Extraskeletal manifestations, which affect a variable number of patients, are dentinogenesis imperfecta, hearing loss, and blue sclerae. OI3 is characterized by progressively deforming bones, very short stature, a triangular face, severe scoliosis, grayish sclera and dentinogenesis imperfecta.
DI-02108	synonym	OI, type III.
DI-02108	synonym	OI-III.
DI-02108	synonym	Osteogenesis imperfecta type III.
DI-02108	synonym	Progressively deforming osteogenesis imperfecta with normal sclerae.
DI-02108	keyword	KW-0242:Dwarfism.
DI-02108	keyword	KW-1065:Osteogenesis imperfecta.
DI-02108	MIM_id	 259420
DI-02108	acronym	OI3.
DI-02108	MedGen_id	 C0268362.
DI-02108	MeSH_id	 D010013.
DI-02103	canonical	Osteogenesis imperfecta 4.
DI-02103	definition	An autosomal dominant form of osteogenesis imperfecta, a connective tissue disorder characterized by low bone mass, bone fragility and susceptibility to fractures after minimal trauma. Disease severity ranges from very mild forms without fractures to intrauterine fractures and perinatal lethality. Extraskeletal manifestations, which affect a variable number of patients, are dentinogenesis imperfecta, hearing loss, and blue sclerae. OI4 is characterized by moderately short stature, mild to moderate scoliosis, grayish or white sclera and dentinogenesis imperfecta.
DI-02103	synonym	OI, type IV.
DI-02103	synonym	OI-IV.
DI-02103	synonym	Osteogenesis imperfecta type IV.
DI-02103	synonym	Osteogenesis imperfecta with normal sclerae.
DI-02103	keyword	KW-0242:Dwarfism.
DI-02103	keyword	KW-1065:Osteogenesis imperfecta.
DI-02103	MIM_id	 166220
DI-02103	acronym	OI4.
DI-02103	MedGen_id	 C0268363.
DI-02103	MeSH_id	 D010013.
DI-03563	canonical	Osteogenesis imperfecta 5.
DI-03563	definition	An autosomal dominant form of osteogenesis imperfecta, a connective tissue disorder characterized by low bone mass, bone fragility and susceptibility to fractures after minimal trauma. Disease severity ranges from very mild forms without fractures to intrauterine fractures and perinatal lethality. Extraskeletal manifestations, which affect a variable number of patients, are dentinogenesis imperfecta, hearing loss, and blue sclerae. OI5 patients manifest moderate to severe bone fragility, calcification of the forearm interosseous membrane, radial head dislocation, a subphyseal metaphyseal radiodense line, and hyperplastic callus formation.
DI-03563	synonym	OI type V.
DI-03563	synonym	OI-V.
DI-03563	synonym	Osteogenesis imperfecta type V.
DI-03563	keyword	KW-1065:Osteogenesis imperfecta.
DI-03563	MIM_id	 610967
DI-03563	acronym	OI5.
DI-03563	MedGen_id	 C1970414.
DI-03563	MeSH_id	 D010013.
DI-02725	canonical	Osteogenesis imperfecta 6.
DI-02725	definition	A form of osteogenesis imperfecta, a connective tissue disorder characterized by low bone mass, bone fragility and susceptibility to fractures after minimal trauma. Disease severity ranges from very mild forms without fractures to intrauterine fractures and perinatal lethality. Extraskeletal manifestations, which affect a variable number of patients, are dentinogenesis imperfecta, hearing loss, and blue sclerae. OI6 is a severe, autosomal recessive form compatible with OI type III in the Sillence classification.
DI-02725	synonym	OI type VI.
DI-02725	synonym	OI-VI.
DI-02725	synonym	Osteogenesis imperfecta type VI.
DI-02725	keyword	KW-0242:Dwarfism.
DI-02725	keyword	KW-1065:Osteogenesis imperfecta.
DI-02725	MIM_id	 613982
DI-02725	acronym	OI6.
DI-02725	MedGen_id	 C3279564.
DI-02725	MeSH_id	 D010013.
DI-02104	canonical	Osteogenesis imperfecta 7.
DI-02104	definition	A form of osteogenesis imperfecta, a connective tissue disorder characterized by low bone mass, bone fragility and susceptibility to fractures after minimal trauma. Disease severity ranges from very mild forms without fractures to intrauterine fractures and perinatal lethality. Extraskeletal manifestations, which affect a variable number of patients, are dentinogenesis imperfecta, hearing loss, and blue sclerae. OI7 is an autosomal recessive, severe form. Multiple fractures are present at birth and patients have short stature, short humeri and femora, coxa vara, and white sclera. Dentinogenesis imperfecta is absent. Death can occur in the perinatal period due to secondary respiratory insufficiency.
